node_id,label,kind,in_corpus,modularity_class,year,cited_by_within_corpus,references_made,primary_topic,source,type,subfield,field,domain,doi
W2184854514,The Sonification Handbook,publication,True,6,2011.0,183,27,Hearing Loss and Rehabilitation,,book,Cognitive Neuroscience,Neuroscience,Life Sciences,
W9119819,An introduction to interactive sonification,publication,True,6,2005.0,19,4,Music Technology and Sound Studies,Journal of Biomechanics,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1016/s0021-9290(96)00147-9
W35899286,W35899286,reference_only,False,0,,3,0,,,,,,,
W1499933681,An introduction to auditory display,publication,True,1,1994.0,58,0,Tactile and Sensory Interactions,Medical Entomology and Zoology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W1549940068,W1549940068,reference_only,False,1,,12,0,,,,,,,
W1565485882,W1565485882,reference_only,False,0,,2,0,,,,,,,
W1577214156,W1577214156,reference_only,False,0,,4,0,,,,,,,
W1577234506,W1577234506,reference_only,False,6,,4,0,,,,,,,
W1584263795,A comparision of audio & visual analysis of complex time-series data sets,publication,True,6,2005.0,6,11,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W1593337933,W1593337933,reference_only,False,6,,18,0,,,,,,,
W1596196963,Sonification for Exploratory Data Analysis,publication,True,6,2002.0,33,0,Music and Audio Processing,PUB – Publications at Bielefeld University (Bielefeld University),dissertation,Signal Processing,Computer Science,Physical Sciences,
W1599105370,W1599105370,reference_only,False,6,,9,0,,,,,,,
W1633004679,W1633004679,reference_only,False,6,,5,0,,,,,,,
W1837978202,W1837978202,reference_only,False,6,,9,0,,,,,,,
W1964538581,W1964538581,reference_only,False,1,,50,0,,,,,,,
W2030402194,W2030402194,reference_only,False,1,,6,0,,,,,,,
W2037001540,"Auditory Display: Sonification, Audification, and Auditory Interfaces",publication,True,19,1995.0,149,0,Music Technology and Sound Studies,Computer Music Journal,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.2307/3680606
W2054745332,Data sonification: do you see what I hear?,publication,True,0,1995.0,5,5,Tactile and Sensory Interactions,IEEE Software,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/52.368264
W2059929791,W2059929791,reference_only,False,8,,5,0,,,,,,,
W2097327863,Finding Trading Patterns in Stock Market Data,publication,True,1,2004.0,9,11,Virtual Reality Applications and Impacts,IEEE Computer Graphics and Applications,article,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1109/mcg.2004.28
W2116428736,W2116428736,reference_only,False,6,,2,0,,,,,,,
W2118320651,W2118320651,reference_only,False,0,,8,0,,,,,,,
W2122848099,Easy listening to sleep recordings: tools and examples,publication,True,0,2004.0,11,2,EEG and Brain-Computer Interfaces,Sleep Medicine,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.sleep.2004.07.010
W2482049660,Ecolological Psychoacoustics and Auditory Displays,publication,True,1,2004.0,5,68,Multisensory perception and integration,Elsevier eBooks,book-chapter,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1016/b978-012515851-0/50007-2
W2556247670,W2556247670,reference_only,False,3,,2,0,,,,,,,
W2564720963,W2564720963,reference_only,False,6,,4,0,,,,,,,
W2913521326,Using sonification,publication,True,19,1999.0,55,10,Tactile and Sensory Interactions,Multimedia Systems,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s005300050108
W3015699726,W3015699726,reference_only,False,6,,3,0,,,,,,,
W2139598342,SONIFICATION SANDBOX: A GRAPHICAL TOOLKIT FOR AUDITORY GRAPHS,publication,True,1,2003.0,32,6,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W50688157,W50688157,reference_only,False,1,,9,0,,,,,,,
W59450186,W59450186,reference_only,False,1,,7,0,,,,,,,
W1272508706,W1272508706,reference_only,False,1,,9,0,,,,,,,
W2091784785,Magnitude estimation of conceptual data dimensions for use in sonification.,publication,True,1,2002.0,46,71,Tactile and Sensory Interactions,Journal of Experimental Psychology Applied,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1037//1076-898x.8.4.211
W2153314286,PSYCHOPHYSICAL SCALING OF SONIFICATION MAPPINGS: A COMPARISION OF VISUALLY IMPAIRED AND SIGHTED LISTENERS,publication,True,1,2001.0,19,10,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2282832571,W2282832571,reference_only,False,1,,6,0,,,,,,,
W1963987467,Observation of sonified movements engages a basal ganglia frontocortical network,publication,True,35,2013.0,33,44,Tactile and Sensory Interactions,BMC Neuroscience,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1186/1471-2202-14-32
W324445496,W324445496,reference_only,False,35,,7,0,,,,,,,
W624465380,W624465380,reference_only,False,6,,41,0,,,,,,,
W1508978536,W1508978536,reference_only,False,3,,4,0,,,,,,,
W1763512962,W1763512962,reference_only,False,35,,2,0,,,,,,,
W1965859210,W1965859210,reference_only,False,35,,15,0,,,,,,,
W1966714841,W1966714841,reference_only,False,35,,4,0,,,,,,,
W1969824733,W1969824733,reference_only,False,35,,2,0,,,,,,,
W1985825333,W1985825333,reference_only,False,35,,7,0,,,,,,,
W1989249702,W1989249702,reference_only,False,35,,3,0,,,,,,,
W2000917789,W2000917789,reference_only,False,35,,2,0,,,,,,,
W2001461756,Movement Sonification: Effects on Perception and Action,publication,True,35,2005.0,70,23,Multisensory perception and integration,IEEE Multimedia,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1109/mmul.2005.31
W2003696225,W2003696225,reference_only,False,35,,3,0,,,,,,,
W2007428019,W2007428019,reference_only,False,35,,4,0,,,,,,,
W2016740912,W2016740912,reference_only,False,35,,3,0,,,,,,,
W2018294866,W2018294866,reference_only,False,35,,2,0,,,,,,,
W2021446056,Multimodal motion processing in area V5/MT: Evidence from an artificial class of audio-visual events,publication,True,35,2008.0,16,30,Multisensory perception and integration,Brain Research,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.brainres.2008.10.067
W2032635843,W2032635843,reference_only,False,35,,16,0,,,,,,,
W2035979817,W2035979817,reference_only,False,35,,2,0,,,,,,,
W2036959900,W2036959900,reference_only,False,0,,2,0,,,,,,,
W2060618445,W2060618445,reference_only,False,0,,2,0,,,,,,,
W2071511860,W2071511860,reference_only,False,35,,11,0,,,,,,,
W2075243918,W2075243918,reference_only,False,26,,2,0,,,,,,,
W2086420066,W2086420066,reference_only,False,35,,4,0,,,,,,,
W2087586617,W2087586617,reference_only,False,35,,3,0,,,,,,,
W2092384978,W2092384978,reference_only,False,35,,7,0,,,,,,,
W2097481326,W2097481326,reference_only,False,35,,10,0,,,,,,,
W2098395732,THE SOUND OF ONE ARM SWINGING: A MODEL FOR MULTIDIMENSIONAL AUDITORY DISPLAY OF PHYSICAL MOTION,publication,True,35,2006.0,11,3,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2105927585,W2105927585,reference_only,False,35,,2,0,,,,,,,
W2110189908,W2110189908,reference_only,False,35,,4,0,,,,,,,
W2110235231,W2110235231,reference_only,False,35,,11,0,,,,,,,
W2111754927,W2111754927,reference_only,False,35,,4,0,,,,,,,
W2120019338,W2120019338,reference_only,False,35,,2,0,,,,,,,
W2129409783,W2129409783,reference_only,False,35,,3,0,,,,,,,
W2138346266,W2138346266,reference_only,False,35,,2,0,,,,,,,
W2140354221,W2140354221,reference_only,False,35,,15,0,,,,,,,
W2146449656,W2146449656,reference_only,False,35,,5,0,,,,,,,
W2146881061,W2146881061,reference_only,False,35,,2,0,,,,,,,
W2147910317,W2147910317,reference_only,False,35,,2,0,,,,,,,
W2163266267,W2163266267,reference_only,False,35,,2,0,,,,,,,
W2163727435,W2163727435,reference_only,False,35,,2,0,,,,,,,
W2170183406,W2170183406,reference_only,False,35,,4,0,,,,,,,
W2497667219,W2497667219,reference_only,False,35,,2,0,,,,,,,
W2771677576,W2771677576,reference_only,False,35,,12,0,,,,,,,
W2912596165,Auditory displays,publication,True,6,2001.0,27,0,Tactile and Sensory Interactions,,book,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2017967298,Navigation System for the Blind: Auditory Display Modes and Guidance,publication,True,8,1998.0,19,24,Tactile and Sensory Interactions,PRESENCE Virtual and Augmented Reality,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/105474698565677
W12181516,W12181516,reference_only,False,8,,4,0,,,,,,,
W1480195359,W1480195359,reference_only,False,8,,5,0,,,,,,,
W1499158096,W1499158096,reference_only,False,8,,10,0,,,,,,,
W1519073454,W1519073454,reference_only,False,8,,8,0,,,,,,,
W1567005570,W1567005570,reference_only,False,8,,2,0,,,,,,,
W1794929904,W1794929904,reference_only,False,8,,17,0,,,,,,,
W1969071914,W1969071914,reference_only,False,8,,4,0,,,,,,,
W1978967446,W1978967446,reference_only,False,8,,7,0,,,,,,,
W1994277068,W1994277068,reference_only,False,8,,2,0,,,,,,,
W1999261091,W1999261091,reference_only,False,8,,6,0,,,,,,,
W2006144938,Localization using nonindividualized head-related transfer functions,publication,True,8,1993.0,50,0,Hearing Loss and Rehabilitation,The Journal of the Acoustical Society of America,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1121/1.407089
W2033278145,W2033278145,reference_only,False,8,,4,0,,,,,,,
W2060234739,W2060234739,reference_only,False,8,,2,0,,,,,,,
W2072813844,W2072813844,reference_only,False,8,,34,0,,,,,,,
W2078990298,W2078990298,reference_only,False,8,,2,0,,,,,,,
W2105974999,W2105974999,reference_only,False,8,,3,0,,,,,,,
W2129901565,W2129901565,reference_only,False,8,,3,0,,,,,,,
W2132791902,W2132791902,reference_only,False,8,,2,0,,,,,,,
W2149819384,W2149819384,reference_only,False,8,,2,0,,,,,,,
W2168989928,W2168989928,reference_only,False,8,,3,0,,,,,,,
W2171137378,W2171137378,reference_only,False,8,,3,0,,,,,,,
W2171834532,W2171834532,reference_only,False,0,,39,0,,,,,,,
W3010566033,W3010566033,reference_only,False,8,,2,0,,,,,,,
W4213129550,W4213129550,reference_only,False,8,,14,0,,,,,,,
W2105118209,Testing the effectiveness of sonified graphs for education: A programmatic research project,publication,True,1,2001.0,25,13,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W72858213,W72858213,reference_only,False,1,,3,0,,,,,,,
W77612647,W77612647,reference_only,False,1,,2,0,,,,,,,
W1661994657,W1661994657,reference_only,False,1,,2,0,,,,,,,
W1972170794,W1972170794,reference_only,False,1,,2,0,,,,,,,
W1980561265,Musical versus Visual Graphs: Cross-Modal Equivalence in Perception of Time Series Data,publication,True,1,1995.0,28,8,Music and Audio Processing,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1518/001872095779049264
W1981231610,W1981231610,reference_only,False,1,,7,0,,,,,,,
W2012487898,W2012487898,reference_only,False,1,,5,0,,,,,,,
W2035010057,W2035010057,reference_only,False,1,,4,0,,,,,,,
W2086919225,W2086919225,reference_only,False,1,,3,0,,,,,,,
W2111197100,W2111197100,reference_only,False,1,,40,0,,,,,,,
W2128940305,W2128940305,reference_only,False,6,,15,0,,,,,,,
W2155635068,W2155635068,reference_only,False,1,,12,0,,,,,,,
W3010796970,W3010796970,reference_only,False,1,,4,0,,,,,,,
W2041121121,A Systematic Review of Mapping Strategies for the Sonification of Physical Quantities,publication,True,0,2013.0,97,179,Tactile and Sensory Interactions,PLoS ONE,review,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1371/journal.pone.0082491
W7250848,Responsive Sensate Environments: Past and Future Directions,publication,True,1,2005.0,2,7,3D Surveying and Cultural Heritage,,book-chapter,Geology,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.1007/1-4020-3698-1_34
W10282353,MULTIMODAL CONVERGENT INFORMATION ENHANCES PERCEPTION ACCURACY OF HUMAN MOVEMENT PATTERNS,publication,True,35,2001.0,4,1,Multisensory perception and integration,Medical economics,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,
W12144851,The sonification of EMG data,publication,True,6,2006.0,11,4,EEG and Brain-Computer Interfaces,International Conference on Auditory Display,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/s0006-8993(02)02904-9
W45011409,W45011409,reference_only,False,1,,14,0,,,,,,,
W51043520,W51043520,reference_only,False,0,,6,0,,,,,,,
W69473232,Improving Running Mechanics by Use of Interactive Sonification,publication,True,35,2010.0,11,3,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W81775368,Operating Theatre Patient Monitoring: The Effects of Self Paced Distracter Tasks and Experimental Control on Sonification Evaluations,publication,True,19,2003.0,5,3,Healthcare Technology and Patient Monitoring,,article,Surgery,Medicine,Health Sciences,
W123554387,W123554387,reference_only,False,6,,8,0,,,,,,,
W125391426,W125391426,reference_only,False,3,,3,0,,,,,,,
W130543029,W130543029,reference_only,False,6,,5,0,,,,,,,
W138213906,W138213906,reference_only,False,0,,2,0,,,,,,,
W139777397,W139777397,reference_only,False,6,,15,0,,,,,,,
W167948671,W167948671,reference_only,False,6,,65,0,,,,,,,
W187194956,Model-based Target Sonification on Mobile Devices,publication,True,1,2004.0,3,8,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W322246522,W322246522,reference_only,False,1,,9,0,,,,,,,
W354426099,W354426099,reference_only,False,35,,6,0,,,,,,,
W392012835,W392012835,reference_only,False,0,,11,0,,,,,,,
W778850012,W778850012,reference_only,False,0,,4,0,,,,,,,
W989926022,W989926022,reference_only,False,0,,2,0,,,,,,,
W1482297266,W1482297266,reference_only,False,0,,10,0,,,,,,,
W1500008800,Ecological Interface Design for Anaesthesia Monitoring,publication,True,19,2000.0,5,17,Healthcare Technology and Patient Monitoring,AJIS. Australasian journal of information systems/AJIS. Australian journal of information systems/Australian journal of information systems,article,Surgery,Medicine,Health Sciences,https://doi.org/10.3127/ajis.v7i2.268
W1502818505,W1502818505,reference_only,False,0,,15,0,,,,,,,
W1517677814,W1517677814,reference_only,False,35,,7,0,,,,,,,
W1518770379,W1518770379,reference_only,False,19,,8,0,,,,,,,
W1522070413,W1522070413,reference_only,False,6,,9,0,,,,,,,
W1526642635,W1526642635,reference_only,False,0,,6,0,,,,,,,
W1532335443,Sonification Abstraite/Sonification Concrète: An 'Aesthetic Perspective Space' for Classifying Auditory Displays in the Ars Musica Domain,publication,True,5,2013.0,18,17,Tactile and Sensory Interactions,arXiv (Cornell University),preprint,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.48550/arxiv.1311.5426
W1533878625,W1533878625,reference_only,False,0,,10,0,,,,,,,
W1548228647,W1548228647,reference_only,False,0,,2,0,,,,,,,
W1548659396,W1548659396,reference_only,False,0,,3,0,,,,,,,
W1556530441,W1556530441,reference_only,False,1,,13,0,,,,,,,
W1559415583,W1559415583,reference_only,False,0,,2,0,,,,,,,
W1560144794,W1560144794,reference_only,False,6,,37,0,,,,,,,
W1567878530,W1567878530,reference_only,False,35,,7,0,,,,,,,
W1574709763,W1574709763,reference_only,False,0,,2,0,,,,,,,
W1578069008,W1578069008,reference_only,False,26,,3,0,,,,,,,
W1594450222,Sonification of Physical Quantities Throughout History: A Meta-Study of Previous Mapping Strategies,publication,True,0,2011.0,6,57,Multisensory perception and integration,,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,
W1608651402,W1608651402,reference_only,False,0,,6,0,,,,,,,
W1628342349,W1628342349,reference_only,False,0,,5,0,,,,,,,
W1773282827,W1773282827,reference_only,False,31,,2,0,,,,,,,
W1845062044,W1845062044,reference_only,False,0,,6,0,,,,,,,
W1895567927,W1895567927,reference_only,False,35,,5,0,,,,,,,
W1965695790,The effects of ambient music on simulated anaesthesia monitoring,publication,True,19,2005.0,4,10,Music Therapy and Health,Anaesthesia,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1111/j.1365-2044.2005.04377.x
W1966146251,W1966146251,reference_only,False,26,,7,0,,,,,,,
W1968258124,W1968258124,reference_only,False,0,,3,0,,,,,,,
W1970028090,Using Sound to Represent Positional Accuracy of Address Locations,publication,True,0,2010.0,6,14,Geographic Information Systems Studies,The Cartographic Journal,article,"Geography, Planning and Development",Social Sciences,Social Sciences,https://doi.org/10.1179/000870410x12911302296833
W1971713402,Cosmic ray sonification: the COSMOPHONE,publication,True,0,2011.0,2,4,Experimental and Theoretical Physics Studies,AI & Society,article,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,https://doi.org/10.1007/s00146-011-0353-3
W1974170079,W1974170079,reference_only,False,0,,19,0,,,,,,,
W1981060864,Aesthetic strategies in sonification,publication,True,6,2011.0,11,18,Multisensory perception and integration,AI & Society,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s00146-011-0341-7
W1983218966,W1983218966,reference_only,False,0,,5,0,,,,,,,
W1985326748,W1985326748,reference_only,False,0,,3,0,,,,,,,
W1986365965,W1986365965,reference_only,False,0,,2,0,,,,,,,
W1991849198,Parametric Orchestral Sonification of EEG in Real Time,publication,True,0,2005.0,17,7,EEG and Brain-Computer Interfaces,IEEE Multimedia,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/mmul.2005.36
W2003840516,Consistency of magnitude estimations with conceptual data dimensions used for sonification,publication,True,1,2006.0,22,46,Neuroscience and Music Perception,Applied Cognitive Psychology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1002/acp.1291
W2005732487,W2005732487,reference_only,False,0,,2,0,,,,,,,
W2009198914,Designing for Attention With Sound: Challenges and Extensions to Ecological Interface Design,publication,True,19,2007.0,25,64,Healthcare Technology and Patient Monitoring,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1518/001872007x312531
W2012297616,A multi-sensory system for the investigation of geoscientific data,publication,True,0,2002.0,3,7,Underwater Acoustics Research,Computers & Graphics,article,Oceanography,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.1016/s0097-8493(02)00057-2
W2015833509,Interactive Sonification of Choropleth Maps,publication,True,1,2005.0,8,17,Tactile and Sensory Interactions,IEEE Multimedia,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/mmul.2005.28
W2018072651,W2018072651,reference_only,False,0,,2,0,,,,,,,
W2019065296,Interactive sonification of complex data,publication,True,6,2009.0,17,29,Tactile and Sensory Interactions,International Journal of Human-Computer Studies,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.ijhcs.2009.05.006
W2023683162,Energetic assessment of trunk postural modifications induced by a wearable audio-biofeedback system,publication,True,35,2008.0,3,9,"Balance, Gait, and Falls Prevention",Medical Engineering & Physics,article,"Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Health Sciences,https://doi.org/10.1016/j.medengphy.2008.04.004
W2027078638,W2027078638,reference_only,False,26,,4,0,,,,,,,
W2027740961,W2027740961,reference_only,False,35,,5,0,,,,,,,
W2029747681,W2029747681,reference_only,False,3,,8,0,,,,,,,
W2032337854,W2032337854,reference_only,False,1,,41,0,,,,,,,
W2033190454,W2033190454,reference_only,False,0,,18,0,,,,,,,
W2033823570,W2033823570,reference_only,False,3,,2,0,,,,,,,
W2040020508,W2040020508,reference_only,False,26,,4,0,,,,,,,
W2045094646,Guest Editors' Introduction: An Introduction to Interactive Sonification,publication,True,6,2005.0,34,12,Tactile and Sensory Interactions,IEEE Multimedia,editorial,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/mmul.2005.26
W2048443216,Audification and sonification of texture in images,publication,True,0,2001.0,7,18,Tactile and Sensory Interactions,Journal of Electronic Imaging,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1117/1.1382811
W2048548910,Visual and auditory attention in patient monitoring: a formative analysis,publication,True,19,2004.0,10,18,Healthcare Technology and Patient Monitoring,Cognition Technology & Work,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1007/s10111-004-0159-x
W2048681895,W2048681895,reference_only,False,1,,3,0,,,,,,,
W2052270675,W2052270675,reference_only,False,1,,34,0,,,,,,,
W2052698845,Interactive sonification of synchronisation of motoric behaviour in social active listening to music with mobile devices,publication,True,3,2011.0,9,26,Neuroscience and Music Perception,Journal on Multimodal User Interfaces,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s12193-011-0079-z
W2058543238,W2058543238,reference_only,False,35,,61,0,,,,,,,
W2059075385,W2059075385,reference_only,False,1,,56,0,,,,,,,
W2060205462,W2060205462,reference_only,False,0,,5,0,,,,,,,
W2061655543,W2061655543,reference_only,False,1,,3,0,,,,,,,
W2064678494,Sonification of optical coherence tomography data and images,publication,True,0,2010.0,8,15,Optical Coherence Tomography Applications,Optics Express,article,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1364/oe.18.009934
W2065038452,W2065038452,reference_only,False,26,,2,0,,,,,,,
W2065932508,W2065932508,reference_only,False,0,,4,0,,,,,,,
W2066179714,Perceptualization of biomedical data. An experimental environment for visualization and sonification of brain electrical activity,publication,True,0,1999.0,7,13,Tactile and Sensory Interactions,IEEE Engineering in Medicine and Biology Magazine,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/51.740964
W2067083952,Data Sonification for Users with Visual Impairment,publication,True,1,2008.0,15,34,Tactile and Sensory Interactions,ACM Transactions on Computer-Human Interaction,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/1352782.1352786
W2069430629,Transforming 3D Coloured Pixels into Musical Instrument Notes for Vision Substitution Applications,publication,True,26,2007.0,4,11,Tactile and Sensory Interactions,EURASIP Journal on Image and Video Processing,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1155/2007/76204
W2069882806,W2069882806,reference_only,False,0,,2,0,,,,,,,
W2071097422,Using sound to represent spatial data in ArcGIS,publication,True,0,2011.0,3,21,Geographic Information Systems Studies,Computers & Geosciences,article,"Geography, Planning and Development",Social Sciences,Social Sciences,https://doi.org/10.1016/j.cageo.2011.12.001
W2076691609,Event-based sonification of EEG rhythms in real time,publication,True,0,2007.0,24,12,Tactile and Sensory Interactions,Clinical Neurophysiology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.clinph.2007.01.025
W2077288294,Toward local and global perception modules for vision substitution,publication,True,26,2010.0,2,26,Neuroscience and Neural Engineering,Neurocomputing,article,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.neucom.2010.07.022
W2077424377,W2077424377,reference_only,False,26,,9,0,,,,,,,
W2088955376,An overview of auditory display to assist comprehension of molecular information,publication,True,14,2006.0,9,42,Visual and Cognitive Learning Processes,Interacting with Computers,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.intcom.2005.12.001
W2089441678,W2089441678,reference_only,False,26,,14,0,,,,,,,
W2094759809,W2094759809,reference_only,False,6,,2,0,,,,,,,
W2095929735,Sonification Supports Eyes-Free Respiratory Monitoring and Task Time-Sharing,publication,True,19,2004.0,43,36,Healthcare Technology and Patient Monitoring,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1518/hfes.46.3.497.50401
W2096046604,W2096046604,reference_only,False,26,,6,0,,,,,,,
W2104391745,Neural gas sonification - growing adaptive interfaces for interacting with data,publication,True,6,2004.0,2,4,Neural Networks and Applications,,article,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.1109/iv.2004.103
W2104617690,Universal Design of Auditory Graphs,publication,True,1,2010.0,19,28,Tactile and Sensory Interactions,ACM Transactions on Accessible Computing,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/1714458.1714459
W2111473917,W2111473917,reference_only,False,35,,4,0,,,,,,,
W2114095739,W2114095739,reference_only,False,35,,5,0,,,,,,,
W2114683697,USING SOUND TO REPRESENT UNCERTAINTY IN FUTURE CLIMATE PROJECTIONS FOR THE UNITED KINGDOM,publication,True,0,2011.0,5,10,Noise Effects and Management,,article,Speech and Hearing,Health Professions,Health Sciences,
W2116326246,W2116326246,reference_only,False,6,,4,0,,,,,,,
W2116570970,W2116570970,reference_only,False,0,,2,0,,,,,,,
W2117820411,Improving the Aesthetic Quality of Realtime Motion Data Sonification,publication,True,3,2007.0,5,4,Human Motion and Animation,,article,Control and Systems Engineering,Engineering,Physical Sciences,
W2118847155,Sonification of range information for 3-D space perception,publication,True,26,2003.0,5,6,Tactile and Sensory Interactions,IEEE Transactions on Neural Systems and Rehabilitation Engineering,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/tnsre.2003.819645
W2119480063,Mappings and metaphors in auditory displays,publication,True,1,2005.0,55,15,Multisensory perception and integration,ACM Transactions on Applied Perception,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1145/1101530.1101534
W2120080899,W2120080899,reference_only,False,0,,2,0,,,,,,,
W2121915239,W2121915239,reference_only,False,1,,4,0,,,,,,,
W2122191995,W2122191995,reference_only,False,3,,4,0,,,,,,,
W2122790853,Advanced Auditory Displays and Head-Mounted Displays: Advantages and Disadvantages for Monitoring by the Distracted Anesthesiologist,publication,True,19,2008.0,10,27,Healthcare Technology and Patient Monitoring,Anesthesia & Analgesia,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1213/ane.0b013e31817325cb
W2122920626,Crystallization sonification of high-dimensional datasets,publication,True,6,2005.0,4,5,Plant and Biological Electrophysiology Studies,ACM Transactions on Applied Perception,article,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1145/1101530.1101556
W2123900698,W2123900698,reference_only,False,0,,3,0,,,,,,,
W2129488573,W2129488573,reference_only,False,1,,21,0,,,,,,,
W2130228586,Sound and Meaning in Auditory Data Display,publication,True,6,2004.0,11,26,Tactile and Sensory Interactions,Proceedings of the IEEE,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/jproc.2004.825904
W2131735207,W2131735207,reference_only,False,1,,7,0,,,,,,,
W2133564221,W2133564221,reference_only,False,0,,6,0,,,,,,,
W2133940321,W2133940321,reference_only,False,0,,5,0,,,,,,,
W2134314161,SONIFIED EPILEPTIC RHYTHMS,publication,True,0,2006.0,6,2,EEG and Brain-Computer Interfaces,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2134649957,W2134649957,reference_only,False,0,,2,0,,,,,,,
W2135386751,W2135386751,reference_only,False,0,,2,0,,,,,,,
W2135715728,Audio-Biofeedback for Balance Improvement: An Accelerometry-Based System,publication,True,35,2005.0,11,7,"Balance, Gait, and Falls Prevention",IEEE Transactions on Biomedical Engineering,article,"Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Health Sciences,https://doi.org/10.1109/tbme.2005.857673
W2137526265,Sonific ation Report: Status of the Field and Research Agenda,publication,True,1,2010.0,101,44,Tactile and Sensory Interactions,Lincoln (University of Nebraska),article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2141817033,W2141817033,reference_only,False,35,,6,0,,,,,,,
W2142544480,W2142544480,reference_only,False,35,,13,0,,,,,,,
W2144487539,EEG analysis in a telemedical virtual world,publication,True,0,1999.0,5,13,Augmented Reality Applications,Future Generation Computer Systems,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1016/s0167-739x(98)00068-5
